center_id,name,address,state_name,district_name,block_name,pincode,from,to,lat,long,fee_type,session_id,date,available_capacity,available_capacity_dose1,available_capacity_dose2,fee,allow_all_age,min_age_limit,vaccine,max_age_limit
603648,Srinivas Priya Hosp,Srinivas Priya Hospital Perambur Chennai,Tamil Nadu,Chennai,TVK Nagar bv,600011,12:00:00,15:00:00,13,80,Paid,c3f9265c-f277-462d-bde0-54617953a753,21-08-2021,18,10,8,1410,TRUE,18,COVAXIN,NA
700487,APOLLO TONDIARPET WP,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,18:00:00,13,80,Paid,f45d7a2e-cec4-4474-9b85-b07bd247ad15,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
733787,ESI AYANAVARAM - WP CVC,53 Medavakkam Tank Rd Thiruvalluvar Nagar Dr Ambedkar Nagar,Tamil Nadu,Chennai,Anna Nagar,600023,09:00:00,18:00:00,13,80,Free,cd061287-70cf-4e7a-b1a7-9bf747dbc347,21-08-2021,0,0,0,0,TRUE,18,COVAXIN,NA
604744,SIMS HOSPITAL,1 JAWAHARLAL ROAD VADAPALANI,Tamil Nadu,Chennai,Kodambakkam,600026,09:30:00,15:30:00,13,80,Paid,515dc1db-94d9-4eb5-baad-bd2aa3e913b9,21-08-2021,132,47,85,780,FALSE,18,COVISHIELD,44
640465,Trinity Acute Care Hosp-Covaxn,No.33 Desika RoadMylaporeChennai,Tamil Nadu,Chennai,Teynampet,600004,10:00:00,17:00:00,13,80,Paid,30eaddc3-c241-4100-88ac-0b12a167bf9f,21-08-2021,39,20,19,1200,TRUE,18,COVAXIN,NA
603299,MGM Hospital Pvt Limited,New No 72 Old No 54 Nelson Manickam Rd Aminjikarai Chennai,Tamil Nadu,Chennai,Anna Nagar,600030,11:00:00,15:00:00,13,80,Paid,786d07ac-9ad0-4158-b63f-1d18b4a60a23,21-08-2021,322,178,144,1410,TRUE,18,COVAXIN,NA
625935,Seethapathi Hospital,128 241 Royapettah High Road Royapettah Chennai,Tamil Nadu,Chennai,Teynampet,600014,09:00:00,15:00:00,13,80,Paid,8e54e15b-5faf-4ebc-8465-51ec0c9b1f57,21-08-2021,60,29,31,780,TRUE,18,COVISHIELD,NA
695918,Apollo Mains Greams,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,16:00:00,13,80,Paid,f7cccd20-393d-4431-82a8-b5a00f275811,21-08-2021,349,133,216,780,TRUE,18,COVISHIELD,NA
603713,Prashanth Hospitals -,36 36A Velachery Rd Velachery Chennai,Tamil Nadu,Chennai,Adyar,600042,09:30:00,15:30:00,12,80,Paid,41a8c34d-04ff-424c-add1-6ada22428b47,21-08-2021,94,19,75,780,FALSE,45,COVISHIELD,NA
604384,Fortis Malar Hospital,Fortis Malar HospitalChennai TN.,Tamil Nadu,Chennai,Adyar,600020,13:30:00,15:30:00,12,80,Paid,eb8e740c-8083-4b6d-84eb-79c4de5c5e73,21-08-2021,85,45,40,780,FALSE,45,COVISHIELD,NA
613809,APOLLO CLINIC MADIPAKKAM,NO 74 MEDAVAKKAM MAIN ROAD BHARATH NAGAR MADIPAKKAM,Tamil Nadu,Chennai,Perungudi,600091,12:00:00,18:00:00,12,80,Paid,f43b115d-b4b3-4c26-afb7-a9f6b9aa75cd,21-08-2021,18,18,0,780,TRUE,18,COVISHIELD,NA
700076,Apollo Mains - WP,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,18:00:00,13,80,Paid,81045858-477c-4950-b8b4-7b2d76dfb8bb,21-08-2021,0,0,0,0,TRUE,18,SPUTNIK V,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,68d4f1e7-72fc-4532-a6e9-a713a17c6e65,21-08-2021,0,0,0,0,FALSE,18,COVAXIN,44
700076,Apollo Mains - WP,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,18:00:00,13,80,Paid,70cf6c8a-7b86-4fc4-a55d-48aa53b82a6e,21-08-2021,0,0,0,0,TRUE,18,SPUTNIK V,NA
603545,Dr Mehtas Hospitals,NO.2 MCNICHOLS RD 3RD LANE CHETPET CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600031,09:00:00,11:00:00,13,80,Paid,e353aa46-9e58-489b-b716-26ee204f9d6d,21-08-2021,40,35,5,1410,TRUE,18,COVAXIN,NA
603648,Srinivas Priya Hosp,Srinivas Priya Hospital Perambur Chennai,Tamil Nadu,Chennai,TVK Nagar bv,600011,09:00:00,12:00:00,13,80,Paid,88eb569d-ceaf-4a4f-afae-504a48705bfe,21-08-2021,11,2,9,780,TRUE,18,COVISHIELD,NA
603615,Noble Hospitals -,4 AUDIAPPA MUDALI STREET OPP. LADY M.CT.M.SCHOOL PURASAWAKKAM PURASAIWAKKAM CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600084,10:00:00,14:00:00,13,80,Paid,ebb34e2f-e9b9-4429-a0bf-e545e693622e,21-08-2021,45,25,20,780,TRUE,18,COVISHIELD,NA
731389,Cloudnine-strides Pharma LTD,28Sardar Patel RoadGuindyChennai,Tamil Nadu,Chennai,Kodambakkam,600032,14:00:00,17:00:00,13,80,Paid,cbcba7ca-486d-4e6f-b67d-aabcceac5191,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
730027,Apollo - Sundaram Clayton,Sundaram Clayton LtdMTH Road Paadi Chennai,Tamil Nadu,Chennai,Teynampet,600050,09:00:00,18:00:00,13,80,Paid,60e21010-b99c-4262-a9f1-649d263612bd,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
580742,Medway Hospitals,2 26 1st Main Rd United India Colony Kodambakkam Chennai,Tamil Nadu,Chennai,Kodambakkam,600024,09:00:00,15:00:00,13,80,Paid,78929114-bf2e-422c-9f4f-c5102d56bc9f,21-08-2021,96,49,47,780,FALSE,45,COVISHIELD,NA
710701,Rainbow Childrens -corporate,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,09:00:00,18:00:00,13,80,Paid,be85d814-c911-4793-b103-a50f462a66d9,21-08-2021,0,0,0,0,TRUE,18,COVAXIN,NA
603545,Dr Mehtas Hospitals,NO.2 MCNICHOLS RD 3RD LANE CHETPET CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600031,09:00:00,12:00:00,13,80,Paid,d3fb6165-64bd-4be9-9e30-9e67c1e77d1c,21-08-2021,40,28,12,780,TRUE,18,COVISHIELD,NA
704352,Reliance Lifeline,Prestige Palladium Bhavan2nd Floor Greams RoadThousand Lights,Tamil Nadu,Chennai,Anna Nagar,600006,09:00:00,18:00:00,13,80,Paid,88e9a774-70d5-45c9-a5e6-c5932adf0889,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
604744,SIMS HOSPITAL,1 JAWAHARLAL ROAD VADAPALANI,Tamil Nadu,Chennai,Kodambakkam,600026,09:30:00,15:30:00,13,80,Paid,a18c40d4-ca34-4481-84c5-12d1b0210c33,21-08-2021,86,43,43,780,FALSE,45,COVISHIELD,NA
603731,Apollo Spectra Hospitals,MRC NAGARRA PURAM,Tamil Nadu,Chennai,Adyar,600028,10:00:00,12:30:00,13,80,Paid,f4c45154-31d4-47ed-9853-29f9603e7c40,21-08-2021,197,100,97,780,TRUE,18,COVISHIELD,NA
731189,MGM - BAI,Parthasarathi Puram T. Nagar Chennai Tamil Nadu 600017,Tamil Nadu,Chennai,Anna Nagar,600017,09:00:00,18:00:00,13,80,Paid,7cb174e0-f1c1-4920-b5cc-f15afbcbee8f,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
705747,TataConsultancyServices Kavery,41521-24 Kumaran Nagar Old Mahabalipuram Rd TNHB Sholinganallur Chennai,Tamil Nadu,Chennai,Teynampet,600119,09:00:00,18:00:00,12,80,Paid,e31ebf7c-8cfa-420b-8144-e0bf64f68208,21-08-2021,0,0,0,0,FALSE,18,COVISHIELD,44
636861,Apollo Proton Hospital,Perungudi,Tamil Nadu,Chennai,Perungudi,600096,10:00:00,12:00:00,12,80,Paid,4567243d-d6a2-4e05-84a8-3498554ba460,21-08-2021,95,49,46,1410,TRUE,18,COVAXIN,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,50b396d0-3c83-4c34-b588-eb3dc5b14881,21-08-2021,0,0,0,0,FALSE,18,COVISHIELD,44
603579,Apollo Speciality Hospitals,320  PADMA COMPLEX ANNA SALAI TEYNAMPET CHENNAI,Tamil Nadu,Chennai,Teynampet,600035,09:00:00,16:30:00,13,80,Paid,3b353dfe-db22-47dd-9850-88b6a4201b51,21-08-2021,166,95,71,780,TRUE,18,COVISHIELD,NA
835382,Curi-Cavinkare Pvt Ltd,Cavinville 12 Cenotaph Rd Rathna Nagar Alwarpet Chennai Tamil Nadu 600018,Tamil Nadu,Chennai,Sholinganallur,600018,09:00:00,16:30:00,13,80,Paid,f19c2ac3-e693-4cf9-9392-72c21cfd3bf4,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
764914,Apollo Medical Centre - Kpm,2-319 OMR Karapakkam Landmark Aravind Theatre Chennai Tamil Nadu 600097,Tamil Nadu,Chennai,Sholinganallur,600097,09:00:00,18:00:00,12,80,Paid,161a59ce-a52e-4cea-850b-9ccc2c0ef8fd,21-08-2021,57,45,12,1410,TRUE,18,COVAXIN,NA
824459,THANC HOSPITAL,No.747 Poonamallee High Rd Alagappa Nagar Kilpauk Chennai Tamil Nadu 600010,Tamil Nadu,Chennai,Anna Nagar,600010,10:00:00,17:00:00,13,80,Paid,885e0af0-03cb-45b7-b48f-0da15127dc0f,21-08-2021,3,3,0,780,TRUE,18,COVISHIELD,NA
712785,Apollo - TCS Thoraipakkam,Unit 12 And 3 IG3 Infra Limited - SEZ 200 Ft Road Thoraipakkam Pallavaram Ring Road Chennai,Tamil Nadu,Chennai,Teynampet,600097,09:00:00,18:00:00,12,80,Paid,4bfcf0fa-7385-4748-9630-b371a5c0034a,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
581756,Apollo Proton,Perungudi,Tamil Nadu,Chennai,Perungudi,600096,09:00:00,12:00:00,12,80,Paid,0f2618fe-9788-4781-a84b-b34d0af3610f,21-08-2021,184,96,88,780,TRUE,18,COVISHIELD,NA
627606,Mothers Speciality Hospital,24 Office Road 36 Old Twp Rd Venkatapuram Ambattur,Tamil Nadu,Chennai,Ambattur,600053,10:00:00,14:00:00,13,80,Paid,a61ccb89-3ae1-462d-90c9-3fa5413bb5ab,21-08-2021,16,10,6,780,TRUE,18,COVISHIELD,NA
631848,VIHAA HOSPITAL,3RD AVENUE BLOCK E ANNANAGAR EAST,Tamil Nadu,Chennai,Anna Nagar,600102,09:00:00,17:00:00,13,80,Paid,73f6917c-3985-4336-90c4-5b347fb418f7,21-08-2021,246,125,121,1410,TRUE,18,COVAXIN,NA
603713,Prashanth Hospitals -,36 36A Velachery Rd Velachery Chennai,Tamil Nadu,Chennai,Adyar,600042,09:30:00,15:30:00,12,80,Paid,a2da0156-d4b3-4089-a2af-a4fa0c77d2f9,21-08-2021,80,69,11,780,FALSE,18,COVISHIELD,44
710701,Rainbow Childrens -corporate,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,09:00:00,18:00:00,13,80,Paid,d9d6e1d5-67cf-4eff-b818-c11e7bc564c8,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
604384,Fortis Malar Hospital,Fortis Malar HospitalChennai TN.,Tamil Nadu,Chennai,Adyar,600020,13:30:00,15:30:00,12,80,Paid,e9ce6db4-8c0d-483f-8014-ed140477c7b3,21-08-2021,26,24,2,780,FALSE,18,COVISHIELD,44
603702,Trinity Acute Care Hospital,No.33 Desika RoadMylaporeChennai,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,1333f652-6741-48a5-9775-d4e71250d395,21-08-2021,12,10,2,780,TRUE,18,COVISHIELD,NA
727455,Apollo - Barclays,Barclays Global Service Centre Private Limited No.6th And 7th Floor Block 8 DLF IT Park Ramapuram Chennai,Tamil Nadu,Chennai,Teynampet,600089,09:00:00,18:00:00,13,80,Paid,8f9b7c50-4f4b-4641-8a09-c41912d2c523,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
710415,Apollo Childrens Hospital,NO. 15 SHAFEE MOHAMMED ROAD THOUSAND LIGHTS CHENNAI,Tamil Nadu,Chennai,Tondiarpet,600006,09:00:00,18:00:00,13,80,Paid,50f5bbee-5705-4a94-a41c-d5725b73f15f,21-08-2021,991,498,493,1410,TRUE,18,COVAXIN,NA
786588,CURI-RR Donnelley,Prestige Polygon 471 Anna Salai Rathna Nagar Nandanam Chennai Tamil Nadu 600035,Tamil Nadu,Chennai,Sholinganallur,600035,08:30:00,16:00:00,13,80,Paid,235918e8-25e3-4399-b827-522efc2b38fc,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
703640,Astra Zeneca India PVT -APOL,10th And 11th Floors Neville Towers Ramanujam IT City SEZ Rajiv Gandhi Salai OMR Taramani Chennai,Tamil Nadu,Chennai,Teynampet,600113,09:00:00,18:00:00,12,80,Paid,862e3e5c-90f6-42dc-8d41-1250850716a3,21-08-2021,0,0,0,0,TRUE,18,COVISHIELD,NA
627109,Kavery Hospital,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,08:00:00,12:00:00,13,80,Paid,ecf3ec5f-f4c7-46d0-8e89-6bbd8a7fde65,21-08-2021,387,189,198,1410,FALSE,45,COVAXIN,NA
764914,Apollo Medical Centre - Kpm,2-319 OMR Karapakkam Landmark Aravind Theatre Chennai Tamil Nadu 600097,Tamil Nadu,Chennai,Sholinganallur,600097,09:00:00,18:00:00,12,80,Paid,477cbba8-2c24-4071-98bd-72c41df9ad9e,21-08-2021,34,33,1,780,TRUE,18,COVISHIELD,NA
765405,APOLLO MEDICAL CENTRE -T NAGAR,11Sivaprakasam Street Pondybazaar Tnagar Chennai,Tamil Nadu,Chennai,Teynampet,600017,10:30:00,17:00:00,13,80,Paid,fbe5231f-8730-4011-9077-a7cfd3caa1b5,21-08-2021,28,22,6,780,TRUE,18,COVISHIELD,NA
609559,Rainbow Childrens Medicare,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,09:30:00,14:00:00,13,80,Paid,8eb8e8de-f4cb-4cda-801c-25abc3c04f6e,21-08-2021,319,177,142,1410,FALSE,18,COVAXIN,44
695918,Apollo Mains Greams,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,14:00:00,13,80,Paid,86a7f255-bed7-4e72-bdaa-e31937afd085,21-08-2021,557,178,379,1410,TRUE,18,COVAXIN,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,427b64f9-f111-421d-8ab9-1b75c6b695f8,21-08-2021,0,0,0,0,FALSE,18,SPUTNIK V,44
609559,Rainbow Childrens Medicare,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,13:30:00,16:00:00,13,80,Paid,bbe64ae5-0ba3-486d-84ae-342dd2b1df43,21-08-2021,161,87,74,780,FALSE,18,COVISHIELD,44
725814,Motherhood Hospital -,No. 542 TTK Road Alwarpet Chennai,Tamil Nadu,Chennai,Teynampet,600018,09:00:00,18:00:00,13,80,Paid,909d9551-941c-462f-8e69-45eef9ee68f6,22-08-2021,17,10,7,780,TRUE,18,COVISHIELD,NA
698444,Kavery Hospital - WP,199 LUZ CHURCH RD KAPALI THOTTAM MYLAPORE CHENNAI,Tamil Nadu,Chennai,Teynampet,600004,09:00:00,18:00:00,13,80,Paid,583650fb-5205-4c1b-b7c9-d80009795a38,22-08-2021,0,0,0,0,FALSE,18,SPUTNIK V,44
710415,Apollo Childrens Hospital,NO. 15 SHAFEE MOHAMMED ROAD THOUSAND LIGHTS CHENNAI,Tamil Nadu,Chennai,Tondiarpet,600006,09:00:00,15:00:00,13,80,Paid,6ac61621-1f6c-48b0-8cae-bf655f602911,22-08-2021,461,241,220,780,TRUE,18,COVISHIELD,NA
807066,Meridian Hospital,Inner Ring RoadOpp To RTO Kolathur Near Retteri Junction Madhavaram,Tamil Nadu,Chennai,Madhavaram,600099,09:00:00,18:00:00,13,80,Paid,4479e2a2-0da8-48ef-a7d0-42110e138f72,22-08-2021,0,0,0,780,TRUE,18,COVISHIELD,NA
812587,Anbu Hospital PVT Ltd,No 18-4 Sasi Nagar Rd Near By Clove Dental Backside Balaji Nagar Velachery Chennai Tamil Nadu 600042,Tamil Nadu,Chennai,Adyar,600042,10:00:00,16:00:00,12,80,Paid,bc779bfc-9a32-4f69-8d51-58e22923f256,22-08-2021,57,40,17,780,TRUE,18,COVISHIELD,NA
603601,Billroth Hospitals,43 LAKSHMI TALKIES ROAD SHENOY NAGAR CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600030,09:00:00,13:00:00,13,80,Paid,ec048418-55c2-411d-8c62-0593daf8f531,22-08-2021,80,41,39,1200,FALSE,18,COVAXIN,44
725814,Motherhood Hospital -,No. 542 TTK Road Alwarpet Chennai,Tamil Nadu,Chennai,Teynampet,600018,11:00:00,16:00:00,13,80,Paid,2d05e143-657f-4b4d-ac95-4746fa4ec225,22-08-2021,38,14,24,1200,TRUE,18,COVAXIN,NA
609559,Rainbow Childrens Medicare,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,13:30:00,16:00:00,13,80,Paid,0915bb1f-0f62-4903-b7f6-0533c96ac3f1,22-08-2021,188,96,92,780,FALSE,45,COVISHIELD,NA
604136,MMRV Hospital,No.5PC 2 Bharathi Salai Mogappair West,Tamil Nadu,Chennai,Ambattur,600037,10:00:00,15:30:00,13,80,Paid,bc1003da-4aac-444b-83f8-e1c64d1a9f24,22-08-2021,0,0,0,780,TRUE,18,COVISHIELD,NA
624694,Apollo Speciality Hosp,320  PADMA COMPLEX ANNA SALAI TEYNAMPET CHENNAI,Tamil Nadu,Chennai,Teynampet,600035,13:00:00,15:00:00,13,80,Paid,d8b0094d-7015-43a2-a91f-8b1e5d48d1f9,22-08-2021,174,92,82,1410,TRUE,18,COVAXIN,NA
724306,Cloudnine Hospital -,No 54 Vijayaraghava Road T. Nagar Chennai,Tamil Nadu,Chennai,Kodambakkam,600017,11:00:00,16:00:00,13,80,Paid,74e1698c-b350-4c56-b9fe-c1a481b00dc1,22-08-2021,330,185,145,780,TRUE,18,COVISHIELD,NA
695918,Apollo Mains Greams,21 GREAMS LANE OFF GREAMS ROAD,Tamil Nadu,Chennai,Teynampet,600006,09:00:00,16:00:00,13,80,Paid,3e62ffdc-7d9f-4fb5-ad55-e533ab65b1ea,22-08-2021,395,155,240,780,TRUE,18,COVISHIELD,NA
609559,Rainbow Childrens Medicare,No 157 Anna Salai Guindy Chennai 600015,Tamil Nadu,Chennai,Adyar,600015,09:30:00,14:00:00,13,80,Paid,6a0365d1-5196-4d2b-90e0-e38b707246bc,22-08-2021,342,174,168,1410,FALSE,18,COVAXIN,44
613588,B M Hospitals,36 5th Main Rd Thillaiganga Nagar Nanganallur Chennai Tamil Nadu 600061,Tamil Nadu,Chennai,Alandur,600061,09:00:00,17:00:00,12,80,Paid,7990e14a-e577-46b3-84d8-f8d1478bba16,22-08-2021,195,99,96,1410,FALSE,45,COVAXIN,NA
626956,Apollo Clinic VELACHEY,Plot No. 46 7th Street Tansi Nagar Velachey- 600042,Tamil Nadu,Chennai,Adyar,600042,07:30:00,13:00:00,12,80,Paid,46aada50-91b5-453f-b742-2f347fd3e7b2,22-08-2021,160,83,77,1410,TRUE,18,COVAXIN,NA
606251,Srinivasan Rajalakshmi Hospita,11 77 6th St Lakshmi Nagar IV Stage Voltas Colony Nanganallur,Tamil Nadu,Chennai,Alandur,600061,09:00:00,18:00:00,12,80,Paid,f32c42de-f656-4496-be78-0b4e96458cf3,22-08-2021,33,16,17,780,TRUE,18,COVISHIELD,NA
581756,Apollo Proton,Perungudi,Tamil Nadu,Chennai,Perungudi,600096,09:00:00,11:30:00,12,80,Paid,690f95a2-3c95-4284-8303-8fb4f45a25f6,22-08-2021,98,49,49,780,TRUE,18,COVISHIELD,NA
603300,Gem Hospitals,Thiruvengadam Nagar Perungudi Chennai,Tamil Nadu,Chennai,Perungudi,600096,09:00:00,16:00:00,12,80,Paid,750d220a-327e-4090-a356-4e6d1a316c28,22-08-2021,105,67,38,780,FALSE,18,COVISHIELD,44
603601,Billroth Hospitals,43 LAKSHMI TALKIES ROAD SHENOY NAGAR CHENNAI,Tamil Nadu,Chennai,Anna Nagar,600030,09:00:00,13:00:00,13,80,Paid,6b3de243-3b34-4ae6-a7d4-a9945f031cb7,22-08-2021,87,45,42,1200,FALSE,45,COVAXIN,NA
603648,Srinivas Priya Hosp,Srinivas Priya Hospital Perambur Chennai,Tamil Nadu,Chennai,TVK Nagar bv,600011,09:00:00,12:00:00,13,80,Paid,408bda8a-19ea-4739-ad61-5f4f249e2544,22-08-2021,6,6,0,780,TRUE,18,COVISHIELD,NA
613378,ISWARYA FERTILITY CENTRES,13 1ST MAIN ROAD KASTURIBA NAGAR ADYAR CHENNAI,Tamil Nadu,Chennai,Adyar,600020,09:00:00,13:00:00,13,80,Paid,69eea4e5-c9d3-405c-b9ff-cabdf8f53de1,22-08-2021,200,100,100,1410,FALSE,18,COVAXIN,44
